Color at (1490, 795): R=117, G=100, B=80
Color at (1490, 795): R=88, G=65, B=36
Color at (1490, 795): R=88, G=65, B=36
Color at (1490, 795): R=87, G=64, B=36
Color at (1490, 795): R=87, G=63, B=36
Color at (1490, 795): R=87, G=63, B=37
Color at (1490, 795): R=87, G=63, B=37
Color at (1490, 795): R=86, G=62, B=37
Color at (1490, 795): R=86, G=62, B=37
Color at (1490, 795): R=86, G=62, B=37
Color at (1490, 795): R=86, G=62, B=37
Color at (1490, 795): R=85, G=62, B=37
Color at (1490, 795): R=86, G=63, B=37
Color at (1490, 795): R=85, G=63, B=37
Color at (1490, 795): R=85, G=63, B=37
Color at (1490, 795): R=85, G=63, B=37
Color at (1490, 795): R=85, G=63, B=37
Color at (1490, 795): R=85, G=63, B=37
Color at (1490, 795): R=85, G=63, B=37
Color at (1490, 795): R=85, G=63, B=37
Color at (1490, 795): R=85, G=63, B=37
Color at (1490, 795): R=85, G=63, B=37
Color at (1490, 795): R=85, G=63, B=37
Color at (1490, 795): R=85, G=63, B=37
Color at (1490, 795): R=214, G=245, B=236
Color at (1490, 795): R=234, G=252, B=208
Color at (1490, 795): R=88, G=63, B=37
Color at (1490, 795): R=86, G=63, B=37
Color at (1490, 795): R=89, G=64, B=37
Color at (1490, 795): R=88, G=64, B=37
Color at (1490, 795): R=123, G=80, B=23
Color at (1490, 795): R=108, G=74, B=46
Color at (1490, 795): R=133, G=90, B=49
Color at (1490, 795): R=113, G=76, B=46
Color at (1490, 795): R=90, G=63, B=35
Color at (1490, 795): R=90, G=65, B=40
Color at (1490, 795): R=89, G=65, B=40
Color at (1490, 795): R=89, G=65, B=40
Color at (1490, 795): R=110, G=160, B=136
Color at (1490, 795): R=115, G=147, B=50
Color at (1490, 795): R=88, G=66, B=41
Color at (1490, 795): R=86, G=65, B=39
Color at (1490, 795): R=87, G=64, B=39
Color at (1490, 795): R=89, G=65, B=41
Color at (1490, 795): R=88, G=65, B=41
Color at (1490, 795): R=88, G=65, B=40
Color at (1490, 795): R=89, G=65, B=41
Color at (1490, 795): R=82, G=58, B=33
Color at (1490, 795): R=162, G=112, B=77
Color at (1490, 795): R=108, G=78, B=51
Color at (1490, 795): R=108, G=78, B=51
Color at (1490, 795): R=108, G=78, B=51
Color at (1490, 795): R=120, G=81, B=48
Color at (1490, 795): R=86, G=63, B=38
Color at (1490, 795): R=87, G=63, B=38
Color at (1490, 795): R=87, G=63, B=38
Color at (1490, 795): R=87, G=64, B=38
Color at (1490, 795): R=88, G=64, B=39
Color at (1490, 795): R=88, G=64, B=39
Color at (1490, 795): R=88, G=64, B=39
Color at (1490, 795): R=88, G=64, B=39
Color at (1490, 795): R=88, G=64, B=39
Color at (1490, 795): R=88, G=64, B=39
Color at (1490, 795): R=87, G=64, B=38
Color at (1490, 795): R=87, G=64, B=38
Color at (1490, 795): R=87, G=64, B=39
Color at (1490, 795): R=87, G=64, B=39
Color at (1490, 795): R=86, G=64, B=38
Color at (1490, 795): R=87, G=64, B=38
Color at (1490, 795): R=87, G=64, B=38
Color at (1490, 795): R=87, G=64, B=38
Color at (1490, 795): R=87, G=64, B=38
Color at (1490, 795): R=87, G=64, B=38
Color at (1490, 795): R=87, G=64, B=38
Color at (1490, 795): R=87, G=64, B=38
Color at (1490, 795): R=88, G=65, B=37
Color at (1490, 795): R=87, G=64, B=36
Color at (1490, 795): R=87, G=64, B=36
Color at (1490, 795): R=88, G=65, B=36
Color at (1490, 795): R=88, G=66, B=35
Color at (1490, 795): R=88, G=66, B=34
Color at (1490, 795): R=88, G=66, B=34
Color at (1490, 795): R=87, G=65, B=34
Color at (1490, 795): R=87, G=64, B=35
Color at (1490, 795): R=86, G=63, B=35
Color at (1490, 795): R=87, G=63, B=35
Color at (1490, 795): R=87, G=63, B=35
Color at (1490, 795): R=87, G=63, B=35
Color at (1490, 795): R=87, G=63, B=35
Color at (1490, 795): R=87, G=63, B=35
Color at (1490, 795): R=87, G=63, B=35
Color at (1490, 795): R=86, G=63, B=35
Color at (1490, 795): R=87, G=63, B=35
Color at (1490, 795): R=86, G=63, B=35
Color at (1490, 795): R=86, G=63, B=35
Color at (1490, 795): R=86, G=63, B=35
Color at (1490, 795): R=86, G=63, B=34
Color at (1490, 795): R=87, G=64, B=34
Color at (1490, 795): R=87, G=65, B=34
Color at (1490, 795): R=88, G=66, B=34
Color at (1490, 795): R=87, G=66, B=34
Color at (1490, 795): R=87, G=65, B=35
Color at (1490, 795): R=87, G=64, B=35
Color at (1490, 795): R=87, G=64, B=35
Color at (1490, 795): R=87, G=64, B=35
Color at (1490, 795): R=87, G=63, B=36
Color at (1490, 795): R=87, G=63, B=36
Color at (1490, 795): R=87, G=63, B=36
Color at (1490, 795): R=86, G=63, B=36
Color at (1490, 795): R=87, G=63, B=36
Color at (1490, 795): R=86, G=63, B=36
Color at (1490, 795): R=86, G=63, B=36
Color at (1490, 795): R=86, G=63, B=36
Color at (1490, 795): R=86, G=64, B=37
Color at (1490, 795): R=86, G=64, B=37
Color at (1490, 795): R=86, G=68, B=42
Color at (1490, 795): R=109, G=162, B=121
Color at (1490, 795): R=235, G=252, B=210
Color at (1490, 795): R=86, G=65, B=40
Color at (1490, 795): R=86, G=65, B=40
Color at (1490, 795): R=86, G=64, B=38
Color at (1490, 795): R=87, G=65, B=40
Color at (1490, 795): R=87, G=65, B=40
Color at (1490, 795): R=87, G=65, B=40
Color at (1490, 795): R=88, G=65, B=40
Color at (1490, 795): R=88, G=65, B=40
Color at (1490, 795): R=88, G=65, B=40
Color at (1490, 795): R=87, G=64, B=39
Color at (1490, 795): R=87, G=65, B=40
Color at (1490, 795): R=86, G=65, B=40
Color at (1490, 795): R=113, G=155, B=68
Color at (1490, 795): R=96, G=110, B=43
Color at (1490, 795): R=91, G=69, B=41
Color at (1490, 795): R=88, G=67, B=40
Color at (1490, 795): R=88, G=66, B=40
Color at (1490, 795): R=88, G=66, B=40
Color at (1490, 795): R=88, G=65, B=40
Color at (1490, 795): R=87, G=64, B=38
Color at (1490, 795): R=87, G=64, B=38
Color at (1490, 795): R=88, G=64, B=40
Color at (1490, 795): R=88, G=64, B=40
Color at (1490, 795): R=87, G=64, B=38
Color at (1490, 795): R=88, G=64, B=39
Color at (1490, 795): R=88, G=64, B=39
Color at (1490, 795): R=87, G=63, B=39
Color at (1490, 795): R=86, G=63, B=39
Color at (1490, 795): R=86, G=64, B=40
Color at (1490, 795): R=102, G=121, B=52
Color at (1490, 795): R=232, G=251, B=204
Color at (1490, 795): R=90, G=67, B=40
Color at (1490, 795): R=90, G=66, B=40
Color at (1490, 795): R=90, G=66, B=40
Color at (1490, 795): R=89, G=66, B=39
Color at (1490, 795): R=88, G=65, B=39
Color at (1490, 795): R=90, G=66, B=40
Color at (1490, 795): R=89, G=66, B=40
Color at (1490, 795): R=89, G=66, B=40
Color at (1490, 795): R=89, G=66, B=40
Color at (1490, 795): R=88, G=65, B=40
Color at (1490, 795): R=88, G=66, B=40
Color at (1490, 795): R=88, G=66, B=40
Color at (1490, 795): R=88, G=68, B=41
Color at (1490, 795): R=87, G=83, B=46
Color at (1490, 795): R=203, G=241, B=237
Color at (1490, 795): R=90, G=68, B=39
Color at (1490, 795): R=91, G=68, B=40
Color at (1490, 795): R=90, G=67, B=40
Color at (1490, 795): R=90, G=66, B=40
Color at (1490, 795): R=89, G=66, B=40
Color at (1490, 795): R=89, G=65, B=40
Color at (1490, 795): R=89, G=65, B=40
Color at (1490, 795): R=89, G=65, B=40
Color at (1490, 795): R=88, G=64, B=40
Color at (1490, 795): R=88, G=64, B=40
Color at (1490, 795): R=88, G=64, B=40
Color at (1490, 795): R=88, G=64, B=39
Color at (1490, 795): R=87, G=65, B=39
Color at (1490, 795): R=86, G=65, B=40
Color at (1490, 795): R=110, G=175, B=149
Color at (1490, 795): R=227, G=250, B=193
Color at (1490, 795): R=97, G=71, B=41
Color at (1490, 795): R=95, G=70, B=41
Color at (1490, 795): R=94, G=70, B=40
Color at (1490, 795): R=92, G=68, B=39
Color at (1490, 795): R=93, G=68, B=39
Color at (1490, 795): R=91, G=67, B=37
Color at (1490, 795): R=92, G=67, B=37
Color at (1490, 795): R=91, G=66, B=38
Color at (1490, 795): R=89, G=65, B=37
Color at (1490, 795): R=90, G=66, B=37
Color at (1490, 795): R=90, G=66, B=37
Color at (1490, 795): R=92, G=67, B=39
Color at (1490, 795): R=89, G=66, B=39
Color at (1490, 795): R=88, G=65, B=37
Color at (1490, 795): R=89, G=67, B=37
Color at (1490, 795): R=89, G=66, B=37
Color at (1490, 795): R=89, G=66, B=37
Color at (1490, 795): R=88, G=66, B=37
Color at (1490, 795): R=88, G=65, B=38
Color at (1490, 795): R=89, G=65, B=39
Color at (1490, 795): R=89, G=65, B=39
Color at (1490, 795): R=90, G=65, B=39
Color at (1490, 795): R=89, G=64, B=39
Color at (1490, 795): R=89, G=64, B=39
Color at (1490, 795): R=89, G=64, B=39
Color at (1490, 795): R=89, G=64, B=39
Color at (1490, 795): R=88, G=64, B=38
Color at (1490, 795): R=87, G=64, B=38
Color at (1490, 795): R=87, G=64, B=38
Color at (1490, 795): R=87, G=64, B=38
Color at (1490, 795): R=86, G=64, B=37
Color at (1490, 795): R=87, G=65, B=38
Color at (1490, 795): R=89, G=77, B=48
Color at (1490, 795): R=121, G=218, B=204
Color at (1490, 795): R=96, G=79, B=39
Color at (1490, 795): R=93, G=72, B=40
Color at (1490, 795): R=93, G=69, B=38
Color at (1490, 795): R=90, G=65, B=40
Color at (1490, 795): R=89, G=65, B=40
Color at (1490, 795): R=91, G=66, B=40
Color at (1490, 795): R=89, G=65, B=40
Color at (1490, 795): R=88, G=64, B=38
Color at (1490, 795): R=89, G=65, B=39
Color at (1490, 795): R=88, G=64, B=37
Color at (1490, 795): R=88, G=64, B=37
Color at (1490, 795): R=89, G=64, B=37
Color at (1490, 795): R=89, G=65, B=37
Color at (1490, 795): R=89, G=65, B=38
Color at (1490, 795): R=88, G=65, B=38
Color at (1490, 795): R=88, G=67, B=41
Color at (1490, 795): R=94, G=209, B=202
Color at (1490, 795): R=86, G=72, B=39
Color at (1490, 795): R=86, G=66, B=38
Color at (1490, 795): R=89, G=66, B=40
Color at (1490, 795): R=89, G=66, B=40
Color at (1490, 795): R=90, G=66, B=40
Color at (1490, 795): R=90, G=66, B=38
Color at (1490, 795): R=89, G=65, B=38
Color at (1490, 795): R=89, G=65, B=38
Color at (1490, 795): R=88, G=65, B=38
Color at (1490, 795): R=88, G=65, B=38
Color at (1490, 795): R=88, G=65, B=38
Color at (1490, 795): R=88, G=65, B=38
Color at (1490, 795): R=88, G=65, B=38
Color at (1490, 795): R=89, G=65, B=38
Color at (1490, 795): R=89, G=65, B=37
Color at (1490, 795): R=88, G=64, B=36
Color at (1490, 795): R=89, G=65, B=36
Color at (1490, 795): R=89, G=65, B=36
Color at (1490, 795): R=89, G=66, B=36
Color at (1490, 795): R=89, G=66, B=36
Color at (1490, 795): R=89, G=65, B=36
Color at (1490, 795): R=89, G=65, B=36
Color at (1490, 795): R=89, G=64, B=36
Color at (1490, 795): R=89, G=64, B=37
Color at (1490, 795): R=90, G=64, B=37
Color at (1490, 795): R=90, G=64, B=37
Color at (1490, 795): R=90, G=64, B=37
Color at (1490, 795): R=90, G=64, B=37
Color at (1490, 795): R=90, G=64, B=37
Color at (1490, 795): R=90, G=64, B=37
Color at (1490, 795): R=89, G=63, B=35
Color at (1490, 795): R=89, G=63, B=35
Color at (1490, 795): R=88, G=62, B=35
Color at (1490, 795): R=89, G=63, B=35
Color at (1490, 795): R=89, G=63, B=35
Color at (1490, 795): R=89, G=63, B=35
Color at (1490, 795): R=89, G=63, B=35
Color at (1490, 795): R=89, G=63, B=35
Color at (1490, 795): R=89, G=63, B=35
Color at (1490, 795): R=88, G=62, B=35
Color at (1490, 795): R=88, G=62, B=35
Color at (1490, 795): R=88, G=62, B=35
Color at (1490, 795): R=88, G=63, B=35
Color at (1490, 795): R=88, G=62, B=35
Color at (1490, 795): R=88, G=63, B=35
Color at (1490, 795): R=88, G=63, B=35
Color at (1490, 795): R=89, G=63, B=35
Color at (1490, 795): R=88, G=63, B=35
Color at (1490, 795): R=88, G=63, B=35
Color at (1490, 795): R=88, G=63, B=35
Color at (1490, 795): R=88, G=63, B=35
Color at (1490, 795): R=88, G=63, B=35
Color at (1490, 795): R=88, G=63, B=35
Color at (1490, 795): R=88, G=63, B=35
Color at (1490, 795): R=88, G=63, B=35
Color at (1490, 795): R=88, G=64, B=35
Color at (1490, 795): R=88, G=64, B=35
Color at (1490, 795): R=89, G=65, B=34
Color at (1490, 795): R=89, G=65, B=34
Color at (1490, 795): R=88, G=64, B=35
Color at (1490, 795): R=87, G=64, B=35
Color at (1490, 795): R=87, G=63, B=35
Color at (1490, 795): R=87, G=63, B=35
Color at (1490, 795): R=87, G=63, B=35
Color at (1490, 795): R=88, G=64, B=36
Color at (1490, 795): R=87, G=63, B=35
Color at (1490, 795): R=87, G=63, B=35
Color at (1490, 795): R=87, G=63, B=35
Color at (1490, 795): R=87, G=63, B=35
Color at (1490, 795): R=87, G=63, B=35
Color at (1490, 795): R=86, G=63, B=35
Color at (1490, 795): R=86, G=62, B=35
Color at (1490, 795): R=86, G=63, B=35
Color at (1490, 795): R=86, G=63, B=35
Color at (1490, 795): R=118, G=150, B=81
Color at (1490, 795): R=232, G=251, B=204
Color at (1490, 795): R=88, G=65, B=39
Color at (1490, 795): R=87, G=64, B=37
Color at (1490, 795): R=88, G=64, B=37
Color at (1490, 795): R=89, G=64, B=37
Color at (1490, 795): R=89, G=64, B=37
Color at (1490, 795): R=89, G=64, B=37
Color at (1490, 795): R=88, G=63, B=37
Color at (1490, 795): R=89, G=64, B=37
Color at (1490, 795): R=89, G=64, B=37
Color at (1490, 795): R=89, G=64, B=37
Color at (1490, 795): R=88, G=64, B=37
Color at (1490, 795): R=88, G=64, B=37
Color at (1490, 795): R=88, G=64, B=37
Color at (1490, 795): R=88, G=64, B=37
Color at (1490, 795): R=88, G=64, B=37
Color at (1490, 795): R=88, G=64, B=37
Color at (1490, 795): R=88, G=63, B=36
Color at (1490, 795): R=89, G=64, B=37
Color at (1490, 795): R=89, G=64, B=37
Color at (1490, 795): R=88, G=63, B=37
Color at (1490, 795): R=88, G=63, B=37
Color at (1490, 795): R=89, G=64, B=37
Color at (1490, 795): R=89, G=64, B=37
Color at (1490, 795): R=89, G=64, B=37
Color at (1490, 795): R=90, G=64, B=37
Color at (1490, 795): R=90, G=64, B=37
Color at (1490, 795): R=90, G=64, B=37
Color at (1490, 795): R=90, G=64, B=37
Color at (1490, 795): R=90, G=64, B=37
Color at (1490, 795): R=90, G=64, B=37
Color at (1490, 795): R=90, G=64, B=37
Color at (1490, 795): R=90, G=64, B=37
Color at (1490, 795): R=89, G=64, B=37
Color at (1490, 795): R=89, G=66, B=38
Color at (1490, 795): R=118, G=217, B=208
Color at (1490, 795): R=96, G=71, B=43
Color at (1490, 795): R=93, G=69, B=41
Color at (1490, 795): R=91, G=67, B=41
Color at (1490, 795): R=91, G=66, B=40
Color at (1490, 795): R=91, G=66, B=40
Color at (1490, 795): R=90, G=65, B=40
Color at (1490, 795): R=90, G=65, B=40
Color at (1490, 795): R=90, G=65, B=40
Color at (1490, 795): R=90, G=65, B=40
Color at (1490, 795): R=90, G=66, B=40
Color at (1490, 795): R=91, G=66, B=40
Color at (1490, 795): R=90, G=66, B=40
Color at (1490, 795): R=90, G=66, B=40
Color at (1490, 795): R=89, G=66, B=40
Color at (1490, 795): R=89, G=66, B=41
Color at (1490, 795): R=89, G=67, B=41
Color at (1490, 795): R=90, G=84, B=56
Color at (1490, 795): R=201, G=240, B=238
Color at (1490, 795): R=100, G=84, B=44
Color at (1490, 795): R=93, G=70, B=42
Color at (1490, 795): R=91, G=68, B=40
Color at (1490, 795): R=91, G=67, B=40
Color at (1490, 795): R=91, G=66, B=40
Color at (1490, 795): R=91, G=66, B=40
Color at (1490, 795): R=90, G=66, B=40
Color at (1490, 795): R=91, G=66, B=40
Color at (1490, 795): R=92, G=67, B=39
Color at (1490, 795): R=97, G=74, B=39
Color at (1490, 795): R=102, G=78, B=41
Color at (1490, 795): R=111, G=92, B=44
Color at (1490, 795): R=111, G=93, B=43
Color at (1490, 795): R=119, G=107, B=44
Color at (1490, 795): R=120, G=111, B=44
Color at (1490, 795): R=121, G=115, B=45
Color at (1490, 795): R=121, G=116, B=47
Color at (1490, 795): R=202, G=241, B=237
Color at (1490, 795): R=101, G=78, B=46
Color at (1490, 795): R=95, G=73, B=43
Color at (1490, 795): R=91, G=68, B=40
Color at (1490, 795): R=93, G=69, B=41
Color at (1490, 795): R=92, G=68, B=40
Color at (1490, 795): R=89, G=65, B=38
Color at (1490, 795): R=91, G=66, B=40
Color at (1490, 795): R=97, G=68, B=41
Color at (1490, 795): R=96, G=68, B=41
Color at (1490, 795): R=94, G=67, B=41
Color at (1490, 795): R=95, G=68, B=41
Color at (1490, 795): R=93, G=68, B=40
Color at (1490, 795): R=93, G=68, B=40
Color at (1490, 795): R=92, G=67, B=39
Color at (1490, 795): R=91, G=66, B=39
Color at (1490, 795): R=91, G=66, B=37
Color at (1490, 795): R=91, G=67, B=37
Color at (1490, 795): R=91, G=67, B=37
Color at (1490, 795): R=91, G=67, B=37
Color at (1490, 795): R=92, G=66, B=37
Color at (1490, 795): R=92, G=66, B=38
Color at (1490, 795): R=91, G=66, B=38
Color at (1490, 795): R=91, G=65, B=38
Color at (1490, 795): R=91, G=65, B=38
Color at (1490, 795): R=91, G=65, B=38
Color at (1490, 795): R=91, G=65, B=39
Color at (1490, 795): R=91, G=65, B=39
Color at (1490, 795): R=92, G=66, B=39
Color at (1490, 795): R=91, G=65, B=39
Color at (1490, 795): R=91, G=65, B=39
Color at (1490, 795): R=91, G=65, B=39
Color at (1490, 795): R=91, G=65, B=39
Color at (1490, 795): R=91, G=66, B=40
Color at (1490, 795): R=91, G=66, B=40
Color at (1490, 795): R=104, G=142, B=85
Color at (1490, 795): R=143, G=214, B=57
Color at (1490, 795): R=91, G=66, B=40
Color at (1490, 795): R=91, G=66, B=40
Color at (1490, 795): R=90, G=66, B=39
Color at (1490, 795): R=91, G=66, B=39
Color at (1490, 795): R=90, G=65, B=39
Color at (1490, 795): R=90, G=66, B=39
Color at (1490, 795): R=90, G=65, B=39
Color at (1490, 795): R=90, G=65, B=39
Color at (1490, 795): R=90, G=66, B=39
Color at (1490, 795): R=90, G=66, B=39
Color at (1490, 795): R=90, G=66, B=39
Color at (1490, 795): R=89, G=66, B=39
Color at (1490, 795): R=89, G=66, B=40
Color at (1490, 795): R=108, G=143, B=78
Color at (1490, 795): R=225, G=249, B=190
Color at (1490, 795): R=93, G=66, B=39
Color at (1490, 795): R=92, G=66, B=39
Color at (1490, 795): R=90, G=65, B=39
Color at (1490, 795): R=90, G=65, B=39
Color at (1490, 795): R=90, G=65, B=39
Color at (1490, 795): R=90, G=65, B=39
Color at (1490, 795): R=90, G=65, B=39
Color at (1490, 795): R=91, G=66, B=39
Color at (1490, 795): R=90, G=65, B=38
Color at (1490, 795): R=90, G=65, B=38
Color at (1490, 795): R=91, G=66, B=38
Color at (1490, 795): R=90, G=66, B=38
Color at (1490, 795): R=90, G=67, B=40
Color at (1490, 795): R=102, G=90, B=51
Color at (1490, 795): R=96, G=70, B=42
Color at (1490, 795): R=96, G=69, B=42
Color at (1490, 795): R=95, G=68, B=42
Color at (1490, 795): R=94, G=68, B=41
Color at (1490, 795): R=95, G=68, B=41
Color at (1490, 795): R=93, G=68, B=41
Color at (1490, 795): R=92, G=66, B=40
Color at (1490, 795): R=92, G=66, B=40
Color at (1490, 795): R=91, G=66, B=40
Color at (1490, 795): R=90, G=65, B=39
Color at (1490, 795): R=90, G=65, B=39
Color at (1490, 795): R=91, G=65, B=39
Color at (1490, 795): R=91, G=66, B=39
Color at (1490, 795): R=90, G=66, B=39
Color at (1490, 795): R=91, G=66, B=39
Color at (1490, 795): R=90, G=68, B=41
Color at (1490, 795): R=97, G=209, B=200
Color at (1490, 795): R=91, G=66, B=39
Color at (1490, 795): R=86, G=63, B=37
Color at (1490, 795): R=90, G=65, B=39
Color at (1490, 795): R=91, G=65, B=39
Color at (1490, 795): R=92, G=66, B=39
Color at (1490, 795): R=92, G=66, B=39
Color at (1490, 795): R=90, G=65, B=37
Color at (1490, 795): R=90, G=64, B=37
Color at (1490, 795): R=91, G=65, B=38
Color at (1490, 795): R=90, G=65, B=38
Color at (1490, 795): R=90, G=65, B=37
Color at (1490, 795): R=90, G=65, B=37
Color at (1490, 795): R=90, G=65, B=37
Color at (1490, 795): R=91, G=65, B=37
Color at (1490, 795): R=90, G=65, B=37
Color at (1490, 795): R=90, G=65, B=36
Color at (1490, 795): R=90, G=65, B=36
Color at (1490, 795): R=91, G=66, B=36
Color at (1490, 795): R=91, G=67, B=36
Color at (1490, 795): R=90, G=67, B=35
Color at (1490, 795): R=90, G=66, B=35
Color at (1490, 795): R=89, G=65, B=35
Color at (1490, 795): R=90, G=65, B=36
Color at (1490, 795): R=90, G=64, B=37
Color at (1490, 795): R=90, G=64, B=37
Color at (1490, 795): R=90, G=64, B=37
Color at (1490, 795): R=90, G=64, B=37
Color at (1490, 795): R=90, G=64, B=37
Color at (1490, 795): R=90, G=64, B=37
Color at (1490, 795): R=90, G=64, B=37
Color at (1490, 795): R=90, G=63, B=37
Color at (1490, 795): R=89, G=63, B=37
Color at (1490, 795): R=89, G=63, B=37
Color at (1490, 795): R=90, G=63, B=37
Color at (1490, 795): R=90, G=63, B=37
Color at (1490, 795): R=90, G=64, B=37
Color at (1490, 795): R=89, G=63, B=37
Color at (1490, 795): R=89, G=63, B=37
Color at (1490, 795): R=89, G=63, B=37
Color at (1490, 795): R=90, G=63, B=37
Color at (1490, 795): R=89, G=62, B=35
Color at (1490, 795): R=89, G=63, B=35
Color at (1490, 795): R=90, G=63, B=37
Color at (1490, 795): R=90, G=63, B=37
Color at (1490, 795): R=90, G=63, B=37
Color at (1490, 795): R=89, G=63, B=36
Color at (1490, 795): R=89, G=63, B=36
Color at (1490, 795): R=89, G=63, B=36
Color at (1490, 795): R=89, G=63, B=36
Color at (1490, 795): R=89, G=63, B=36
Color at (1490, 795): R=88, G=63, B=36
Color at (1490, 795): R=88, G=63, B=36
Color at (1490, 795): R=89, G=64, B=36
Color at (1490, 795): R=88, G=64, B=36
Color at (1490, 795): R=89, G=69, B=42
Color at (1490, 795): R=189, G=237, B=234
Color at (1490, 795): R=163, G=171, B=57
Color at (1490, 795): R=158, G=158, B=51
Color at (1490, 795): R=118, G=91, B=43
Color at (1490, 795): R=99, G=70, B=41
Color at (1490, 795): R=88, G=63, B=36
Color at (1490, 795): R=88, G=63, B=37
Color at (1490, 795): R=88, G=63, B=37
Color at (1490, 795): R=87, G=63, B=36
Color at (1490, 795): R=88, G=63, B=36
Color at (1490, 795): R=89, G=63, B=38
Color at (1490, 795): R=89, G=64, B=38
Color at (1490, 795): R=88, G=65, B=38
Color at (1490, 795): R=89, G=70, B=43
Color at (1490, 795): R=158, G=228, B=224
Color at (1490, 795): R=90, G=68, B=38
Color at (1490, 795): R=88, G=66, B=38
Color at (1490, 795): R=88, G=65, B=37
Color at (1490, 795): R=90, G=66, B=39
Color at (1490, 795): R=91, G=65, B=39
Color at (1490, 795): R=90, G=65, B=37
Color at (1490, 795): R=91, G=65, B=38
Color at (1490, 795): R=89, G=64, B=37
Color at (1490, 795): R=89, G=64, B=37
Color at (1490, 795): R=89, G=64, B=37
Color at (1490, 795): R=89, G=64, B=37
Color at (1490, 795): R=89, G=64, B=37
Color at (1490, 795): R=89, G=64, B=37
Color at (1490, 795): R=90, G=64, B=37
Color at (1490, 795): R=89, G=64, B=35
Color at (1490, 795): R=90, G=64, B=35
Color at (1490, 795): R=90, G=65, B=35
Color at (1490, 795): R=90, G=65, B=35
Color at (1490, 795): R=90, G=65, B=35
Color at (1490, 795): R=90, G=65, B=35
Color at (1490, 795): R=91, G=65, B=35
Color at (1490, 795): R=90, G=64, B=35
Color at (1490, 795): R=90, G=63, B=35
Color at (1490, 795): R=89, G=63, B=35
Color at (1490, 795): R=90, G=63, B=36
Color at (1490, 795): R=90, G=63, B=36
Color at (1490, 795): R=90, G=63, B=36
Color at (1490, 795): R=90, G=64, B=36
Color at (1490, 795): R=90, G=64, B=36
Color at (1490, 795): R=89, G=63, B=36
Color at (1490, 795): R=89, G=63, B=36
Color at (1490, 795): R=89, G=63, B=36
Color at (1490, 795): R=88, G=63, B=36
Color at (1490, 795): R=88, G=63, B=36
Color at (1490, 795): R=87, G=63, B=37
Color at (1490, 795): R=87, G=64, B=37
Color at (1490, 795): R=103, G=122, B=52
Color at (1490, 795): R=106, G=148, B=53
Color at (1490, 795): R=89, G=64, B=36
Color at (1490, 795): R=88, G=62, B=36
Color at (1490, 795): R=88, G=62, B=36
Color at (1490, 795): R=89, G=63, B=36
Color at (1490, 795): R=88, G=62, B=35
Color at (1490, 795): R=89, G=63, B=38
Color at (1490, 795): R=88, G=63, B=37
Color at (1490, 795): R=87, G=62, B=37
Color at (1490, 795): R=88, G=63, B=37
Color at (1490, 795): R=87, G=63, B=37
Color at (1490, 795): R=87, G=63, B=38
Color at (1490, 795): R=88, G=64, B=38
Color at (1490, 795): R=87, G=65, B=39
Color at (1490, 795): R=137, G=222, B=217
Color at (1490, 795): R=99, G=85, B=41
Color at (1490, 795): R=90, G=65, B=38
Color at (1490, 795): R=89, G=64, B=36
Color at (1490, 795): R=88, G=63, B=36
Color at (1490, 795): R=87, G=63, B=36
Color at (1490, 795): R=89, G=64, B=37
Color at (1490, 795): R=89, G=63, B=37
Color at (1490, 795): R=89, G=63, B=37
Color at (1490, 795): R=90, G=64, B=37
Color at (1490, 795): R=90, G=64, B=37
Color at (1490, 795): R=90, G=64, B=37
Color at (1490, 795): R=90, G=64, B=37
Color at (1490, 795): R=90, G=64, B=37
Color at (1490, 795): R=89, G=63, B=37
Color at (1490, 795): R=89, G=63, B=36
Color at (1490, 795): R=89, G=63, B=36
Color at (1490, 795): R=89, G=63, B=36
Color at (1490, 795): R=88, G=64, B=36
Color at (1490, 795): R=89, G=64, B=36
Color at (1490, 795): R=88, G=64, B=36
Color at (1490, 795): R=88, G=63, B=36
Color at (1490, 795): R=88, G=63, B=36
Color at (1490, 795): R=88, G=63, B=36
Color at (1490, 795): R=88, G=63, B=36
Color at (1490, 795): R=88, G=63, B=37
Color at (1490, 795): R=88, G=63, B=37
Color at (1490, 795): R=88, G=63, B=37
Color at (1490, 795): R=88, G=63, B=37
Color at (1490, 795): R=88, G=62, B=36
Color at (1490, 795): R=88, G=63, B=37
Color at (1490, 795): R=88, G=62, B=35
Color at (1490, 795): R=88, G=62, B=35
Color at (1490, 795): R=88, G=63, B=35
Color at (1490, 795): R=88, G=63, B=35
Color at (1490, 795): R=88, G=63, B=35
Color at (1490, 795): R=89, G=64, B=35
Color at (1490, 795): R=89, G=64, B=35
Color at (1490, 795): R=90, G=65, B=35
Color at (1490, 795): R=90, G=65, B=35
Color at (1490, 795): R=90, G=64, B=35
Color at (1490, 795): R=90, G=64, B=35
Color at (1490, 795): R=90, G=63, B=35
Color at (1490, 795): R=90, G=63, B=36
Color at (1490, 795): R=89, G=62, B=35
Color at (1490, 795): R=89, G=62, B=35
Color at (1490, 795): R=88, G=61, B=35
Color at (1490, 795): R=89, G=62, B=35
Color at (1490, 795): R=89, G=62, B=36
Color at (1490, 795): R=89, G=62, B=36
Color at (1490, 795): R=90, G=62, B=36
Color at (1490, 795): R=90, G=63, B=36
Color at (1490, 795): R=90, G=63, B=36
Color at (1490, 795): R=90, G=62, B=36
Color at (1490, 795): R=90, G=62, B=36
